Country/Region,Material ID,Material Category,Material Subtype,Per Unit,kg CO2e,EF Source,EF Type,Type Rationale,Source Dataset Name,Source UUID / Link,Use Case,Ai Rationale for the selection,AI suitability assessment result,Ecoinvent  Rationale,,,,
Europe,MAT-Glass-0013,Glass,Patterned or Textured Glass,kg,0.35,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Patterned Glass,S-P-08817 PATTERNED GLASS  20230517 - 20280517.pdf,"Patterned or Textured Glass

✅ Suitable for interior fit-outs, furniture, and catering equipment areas where light diffusion and privacy are desired. Its patterned surface provides aesthetic appeal and moderate privacy, while its durability and compliance with EN 572-5 ensure it meets safety standards for non-structural applications, such as interior partitions, decorative panels, and display cases.
❌ Not suitable for structural or exterior applications that require high impact resistance or thermal insulation. It lacks the necessary coatings and reinforcements typical of safety glass or energy-efficient glass, making it unsuitable for areas exposed to high impact, extreme temperature variations, or outdoor environments.","📊 Estimated A1 and A2 Breakdown Table (per m² and per kg)
Module	GWP (per m²)	GWP (per kg)	Formula	Notes
A1	3.48 × 0.80 = 2.784 kg CO₂e	2.784 ÷ 10 = 0.278 kg CO₂e/kg	Estimated upstream split	Raw material extraction + melting
A2	3.48 × 0.20 = 0.696 kg CO₂e	0.696 ÷ 10 = 0.070 kg CO₂e/kg	Estimated transport emissions	Trucking, freight inputs
A3	0.95	0.095	Reported in EPD	Manufacturing operations
A1–A3	4.43	0.443	Reported in EPD	Total cradle-to-gate emissions",Referred: Manufacturing dataset,,,,,
Canada,MAT-Glass-0014,Glass,Acid-Etched Glass,kg,0.46,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,"Acid-etched glass in four finishes: Satinlite, Satin, Velour, Opaque.",EPD_AcidEtchedGlass_Canada_S-P-00614_2018-11_to_2019-11.pdf,"Acid-Etched Glass

✅ Suitable for interior partitions, furniture panels, and decorative surfaces where aesthetics, light diffusion, privacy, and low maintenance are priorities. Ideal for applications in office spaces, retail environments, and residential interiors where visual appeal and privacy are important. Can be used in catering environments for decorative purposes where hygiene and easy cleaning are required, such as in display cases or decorative wall panels.
❌ Not suitable for structural applications, load-bearing furniture, or areas requiring thermal insulation due to its limited strength and lack of energy performance properties. Not recommended for use in exterior applications, environments where high impact resistance is necessary, or in catering equipment that requires high durability and impact resistance, such as countertops or heavy-duty kitchen surfaces.",,,,"1 m2 of processed glass
3 mm to 19 mm, subject to glass availability (11 mm considered)
(2,200 kg/m3)",24.2,,
Europe,MAT-Glass-0015,Glass,Acid-Etched Glass,kg,1.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Etched glass,S-P 00931 Etched glass 15092016 - 15092021.pdf,"Acid-Etched Glass

✅ Suitable for interior partitions, furniture panels, and decorative surfaces where aesthetics, light diffusion, privacy, and low maintenance are priorities. Ideal for applications in office spaces, retail environments, and residential interiors where visual appeal and privacy are important. Can be used in catering environments for decorative purposes where hygiene and easy cleaning are required, such as in display cases or decorative wall panels.
❌ Not suitable for structural applications, load-bearing furniture, or areas requiring thermal insulation due to its limited strength and lack of energy performance properties. Not recommended for use in exterior applications, environments where high impact resistance is necessary, or in catering equipment that requires high durability and impact resistance, such as countertops or heavy-duty kitchen surfaces.","📊 A1 and A2 GWP Derivation Table (Per m² and Per kg)
Module	Share of Upstream (%)	GWP (kg CO₂e/m²)	Mass (kg/m²)	GWP (kg CO₂e/kg)	Notes
A1	85% of 8.0	0.85 × 8.0 = 6.80	7.5	6.80 ÷ 7.5 = 0.907	Raw materials, melting
A2	15% of 8.0	0.15 × 8.0 = 1.20	7.5	1.20 ÷ 7.5 = 0.160	Transport to factory
Total (A1 + A2)	100%	8.00	7.5	8.00 ÷ 7.5 = 1.067	Confirms total upstream

✅ Final Summary (Per kg of 3 mm SGG SATINOVO MATE)
Stage	CO₂e (kg CO₂e/kg)
A1	0.907
A2	0.160
A3	0.575 (from earlier)
Total A1–A3	1.642",Referred: Manufacturing dataset,,,,,
Sweden,MAT-Glass-0016,Glass,Smart Glass,kg,2.36,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,smart dynamic glass,EPD_SmartGlass_Sweden_10294-7204-HPD-001_2022-10_to_2027-10.pdf,"Smart Glass

✅ Suitable for premium interior partitions and façades in commercial and high-end residential buildings where adaptive solar control, glare reduction, and energy efficiency are critical. This material enhances comfort and aesthetics by allowing dynamic control over light and heat transmission, making it ideal for environments that prioritize sustainability and occupant well-being. 
❌ Not suitable for cost-sensitive furniture applications due to the high material and installation costs, as well as the need for specialized maintenance. Catering equipment, as the material's properties do not align with the functional requirements of durability and ease of cleaning typically needed in such applications. Projects with a strong focus on recyclability, as the end-of-life recycling options for smart glass are currently limited.",,,,"The functional unit is one square metre (1m2)
One square metre (1m2) ConverLight® Dynamic, in the configuration of two
panes of 5 mm thick heat strengthened glass laminated (5*2 mm)
(2,200 kg/m3)",22,,
Europe,MAT-Glass-0017,Glass,Smart Glass,kg,3.98,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,VIEW SMART GLASS,4790034756.101.1 VIEW SMART GLASS 01102021-01102026.pdf,"Smart Glass

✅ Suitable for premium interior partitions and façades in commercial and high-end residential buildings where adaptive solar control, glare reduction, and energy efficiency are critical. This material enhances comfort and aesthetics by allowing dynamic control over light and heat transmission, making it ideal for environments that prioritize sustainability and occupant well-being. 
❌ Not suitable for cost-sensitive furniture applications due to the high material and installation costs, as well as the need for specialized maintenance. Catering equipment, as the material's properties do not align with the functional requirements of durability and ease of cleaning typically needed in such applications. Projects with a strong focus on recyclability, as the end-of-life recycling options for smart glass are currently limited.",A1 and A2 considered (32.4/m2),Referred: Manufacturing dataset,,,,,
China,MAT-Glass-0018,Glass,Insulated Glass Units (IGUs),kg,1.61,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Insulated glass,EPD_InsulatedGlassUnits_Global_S-P-04659_2021-06_to_2026-06.pdf,"Insulated Glass Units (IGUs)

✅ Suitable for interior partitions in climate-controlled environments where thermal insulation, noise reduction, and energy efficiency are priorities. Ideal for office spaces, meeting rooms, and other areas requiring controlled acoustics and temperature. Catering equipment glazing, such as display cases and refrigerated units, where maintaining temperature and energy efficiency is crucial. 
❌ Not suitable for furniture applications due to the fragility and weight of IGUs, which can lead to safety hazards and impracticality in handling. Areas with high mechanical stress or frequent handling, such as doors or high-traffic partitions, due to limited impact resistance and potential for breakage.",,,,"One square meter (1m2) of insulated glass pane.

The LCA is conducted based on the worst-case results of all the insulated glass covered by the EPD.glass-49 mm)

(2,200 kg/m3)",107.8,,
Global,MAT-Glass-0019,Glass,Insulated Glass Units (IGUs),kg,0.65,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Insulated glass Unit,EPD-IES-0024586 For AIS Insulated Glass Unit (IGU) 18062025 - 17062030.pdf,"Insulated Glass Units (IGUs)

✅ Suitable for interior partitions in climate-controlled environments where thermal insulation, noise reduction, and energy efficiency are priorities. Ideal for office spaces, meeting rooms, and other areas requiring controlled acoustics and temperature. Catering equipment glazing, such as display cases and refrigerated units, where maintaining temperature and energy efficiency is crucial. 
❌ Not suitable for furniture applications due to the fragility and weight of IGUs, which can lead to safety hazards and impracticality in handling. Areas with high mechanical stress or frequent handling, such as doors or high-traffic partitions, due to limited impact resistance and potential for breakage.","📊 A1 & A2 CO₂e Derivation Table (Per 1 kg of IGU)
Stage	GWP (kg CO₂e/m²)	Mass (kg/m²)	GWP (kg CO₂e/kg)	Notes
A1	20.3	32.8	20.3 ÷ 32.8 = 0.619	Raw material extraction & processing
A2	1.1	32.8	1.1 ÷ 32.8 = 0.0335	Transport to manufacturing site
A3	3.7	32.8	3.7 ÷ 32.8 = 0.113	Previously derived
Total A1–A3	25.1	32.8	25.1 ÷ 32.8 = 0.765	Verifies total",Referred: Manufacturing dataset,,,,,
Brazil,MAT-Glass-0020,Glass,Colored Glass,kg,0.32,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Clear and colored flat glass,EPD_ColoredGlass_Turkey_S-P-06987_2021-03_to_2026-03.pdf,"Colored Glass

✅ Suitable for decorative interior panels offering aesthetic appeal and can enhance the visual interest of spaces with its variety of colors and light transmittance. Ideal for non-structural elements such as tabletops or cabinet doors where visual appeal is prioritized. Provides an elegant and hygienic surface for showcasing food items, benefiting from its ease of cleaning and ability to highlight contents through light transmission. 
❌ Not suitable for load-bearing furniture components due to its brittleness, glass should not be used in structural parts that require strength and durability. Avoid using in locations prone to heavy use or potential impact, as glass can shatter under stress, posing safety risks. Unless specifically treated or designed for exterior use, glass may not withstand environmental factors such as temperature fluctuations and UV exposure.",,,,"1 m2 of FLAT GLASS to 3 mm to 19 mm. (11mm considered)
(2,200 kg/m3)",24.2,,
Turkey,MAT-Glass-0021,Glass,Mirrored Glass,kg,1.21,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Mirror,EPD_MirroredGlass_Global_S-P-04814_2022-10_to_2027-09.pdf,"Mirrored Glass

✅ Suitable for use in bathrooms, bedrooms, and retail spaces due to its high reflectivity and moisture resistance. The copper/lead-free composition makes it a safer choice for indoor environments. Can be used in decorative furniture elements such as mirrored tabletops, cabinet doors, and wall panels where aesthetic appeal is prioritized. 
❌ Not suitable for outdoor applications due to its fragility and lack of impact resistance, which can lead to damage from environmental factors. Unsuitable for structural applications as it does not provide the necessary strength or support. Not appropriate for catering equipment due to its fragility and potential safety hazards in high-traffic or high-impact environments.",,,,"1 m2

of Sisecam Mirror with 9.62 kg/m2",,,
Global,MAT-Fab-0001,Fabric,Polyester,kg,4.85,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, polyester",3.10.1-apos-20467.pdf,"Polyester

✅ Suitable for upholstery, drapery, and decorative textiles in furniture and interior fit-outs due to its durability, wrinkle resistance, and cost-effectiveness. It is ideal for environments where low maintenance and longevity are priorities. 
❌ Not suitable for applications where breathability is essential, such as seating in hot climates or areas requiring high comfort levels. Additionally, polyester is not recommended for projects prioritizing sustainability, as it is non-renewable, has high microplastic shedding, and lacks biodegradability. For catering equipment, polyester may be used in tablecloths and decorative elements but should be avoided in items requiring direct food contact or high heat resistance.",,,This product represents a synthetic polyster fibre made through melt spinning process. It is unprocessed (without bleaching or dyeing) and can be used for the manufacturing of yarns.,,,,
Rest-of-World,MAT-Fab-0002,Fabric,Nylon,kg,9.89,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,market for nylon 6,3.11-cutoff-19640.pdf,"Nylon

✅ Suitable for furniture and catering equipment applications, such as handles, drawer runners, and mechanical fittings, due to its high strength, excellent wear resistance, and thermal stability. These properties ensure durability and performance in high-use environments. Can be used in non-visible structural components where strength and durability are required, such as in joint reinforcements or support brackets.
❌ Not suitable for visible or decorative elements in interior fit-outs due to its lack of aesthetic appeal and limited design flexibility. Unsuitable for projects prioritizing sustainability, as it is derived from fossil fuels, is non-biodegradable, and typically lacks recycled content.",,,,,,,
Europe,MAT-Fab-0003,Fabric,Nylon,kg,9.81,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,market for nylon 6,3.11-cutoff-19775.pdf,"Nylon

✅ Suitable for furniture and catering equipment applications, such as handles, drawer runners, and mechanical fittings, due to its high strength, excellent wear resistance, and thermal stability. These properties ensure durability and performance in high-use environments. Can be used in non-visible structural components where strength and durability are required, such as in joint reinforcements or support brackets.
❌ Not suitable for visible or decorative elements in interior fit-outs due to its lack of aesthetic appeal and limited design flexibility. Unsuitable for projects prioritizing sustainability, as it is derived from fossil fuels, is non-biodegradable, and typically lacks recycled content.",,,,,,,
China,MAT-Fab-0004,Fabric,Polyester,kg,13.02,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Polyester

✅ Suitable for upholstery and soft furnishings in commercial and hospitality settings where durability and color fastness are priorities. The dope dyeing process reduces water usage and environmental impact, making it a more sustainable choice for high-traffic areas. Applications where cost-effectiveness and ease of maintenance are important, such as in budget-friendly furniture, interior fit-outs, and catering equipment where easy cleaning and resilience are needed.
❌ Not suitable for high-end interiors or luxury furniture where a natural feel and breathability are desired, as the synthetic nature of polyester may not meet aesthetic and tactile expectations. Environments prioritizing sustainability through biodegradability, as polyester is not biodegradable and may not align with eco-friendly goals in certain projects, including catering equipment where natural materials are preferred for sustainability.",,,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Germany,MAT-Fab-0007,Fabric,Vinyl,kg,2.29,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Vinyl wallcoverings on woven textile backing,EPD-IGI-20230434-IBG1-EN Vinyl wallcoverings on non-woven backing 012024_012029.pdf,"Vinyl

✅ Suitable for interior fit-outs where durability, washability, and ease of maintenance are priorities. Vinyl wallcoverings offer a wide range of aesthetic options and are cost-effective, making them ideal for commercial spaces such as offices, hotels, and healthcare facilities where frequent cleaning is necessary. Environments that require moderate resistance to wear and tear, such as high-traffic areas, due to the robust nature of vinyl. 
❌ Not suitable for projects with a strong focus on sustainability and environmental impact, as vinyl contains PVC, which can lead to higher emissions during production and poses challenges in terms of end-of-life disposal and recycling. Spaces where air quality is a critical concern, as vinyl can off-gas volatile organic compounds (VOCs), which may affect indoor air quality. Applications in catering equipment or furniture where direct contact with food or high temperatures is expected, as vinyl may not withstand such conditions effectively.",,,,"Declared unit 1 m2
Grammage 0.223 kg/m2",,,
USA,MAT-Fab-0008,Fabric,Acrylic,kg,7.96,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,"Acrylic upholstery fabrics, 0.73 kg/m2, Retreat, Stripe It, and Vice Versa, KnollTextiles",EPD10831 Acrylic upholstery fabrics 2023.pdf,"Acrylic

✅ Suitable for furniture upholstery in residential and commercial settings where durability, colorfastness, and stain resistance are priorities. Acrylic fabrics are ideal for high-traffic areas due to their moderate cost and ease of maintenance. Interior fit-outs that require vibrant colors and patterns, as acrylic maintains its appearance over time and is resistant to fading. Catering equipment covers or accessories where ease of cleaning and resistance to spills are important. 
❌ Not suitable for applications where high environmental performance is a priority, as acrylic is a synthetic fiber with emissions during production and limited biodegradability. Projects aiming for sustainable certifications or those with a focus on natural or recyclable materials, as acrylic does not align with these goals. Environments with high exposure to heat or open flames, as acrylic can be flammable and may not meet fire safety standards without additional treatment.",,,,"Global Warming Potential (A1-A3): 5.73 kg CO2e/m2
Technical specification: 0.73 kg/m2",,,
Italy,MAT-Fab-0009,Fabric,Wool,kg,32.87,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Woven fabric with fibre content,S-P-09428 Woven fabric with fibre content 062023-062028.pdf,"Wool

✅ Suitable for upholstery and interior textiles in residential and low-traffic commercial settings where natural fiber aesthetics and good thermal insulation are desired. Applications where biodegradability and moderate environmental impact are priorities, such as eco-friendly furniture and interior fit-outs. 
❌ Not suitable for high-moisture environments, such as bathrooms or kitchens, due to wool’s susceptibility to shrinkage and potential for mold and mildew. High-traffic or heavy-use areas, such as public seating or commercial catering equipment, where durability and low maintenance are critical, as wool may require more frequent cleaning and care compared to synthetic alternatives.",,,,435 g/m2,,,
Global,MAT-Fab-0010,Fabric,Cotton,kg,11.12,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for textile, woven cotton",3.11-cutoff-6756.pdf,"Cotton

✅ Suitable for furniture and interior applications such as soft furnishings and upholstery due to its natural origin, breathability, and comfort. Ideal for environments where comfort and aesthetics are prioritized, such as cushions and curtains. In catering, it is suitable for textiles like table linens in dining areas.
❌ Not suitable for high-moisture or industrial kitchen environments, as it absorbs liquids easily, is prone to staining, and may degrade faster without chemical treatment. In such environments, materials with higher resistance to moisture and stains, such as synthetic fibers or treated fabrics, are recommended.",,,,,,,
Global,MAT-Fab-0011,Fabric,Rayon (Viscose),kg,2.19,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, viscose",3.11-cutoff-3368.pdf,"Rayon (Viscose)

✅ Suitable for furniture and interior fit-outs, particularly for curtains, cushion covers, and soft furnishings in residential and low-traffic commercial settings where drape, softness, and a natural look are desired. Its cellulose-based origin provides a textile feel that is appealing for decorative purposes.
❌ Not suitable for catering equipment or high-humidity environments, such as commercial kitchens, or for heavy-use areas. Rayon has low moisture resistance and poor durability, making it unsuitable for areas where it may be exposed to water or frequent handling. Additionally, the production process involves toxic chemicals, which may not align with sustainability goals in certain projects.",,,,,,,
Global,MAT-Fab-0012,Fabric,Linen,kg,1.45,Ecoinvent,Proxy,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, flax","For Linen-Market for fibre, flax  Global (GLO) 2016-2024.pdf","Linen

✅ Suitable for upholstery and decorative textiles in low-traffic areas where aesthetics and breathability are prioritized, such as residential living rooms or boutique hotel lounges. Interior fit-outs that emphasize natural aesthetics and sustainability, like wall hangings, curtains, and cushions in eco-friendly spaces. Catering equipment applications where the fabric is used for decorative purposes, such as table runners or napkins in settings that are not exposed to high moisture or frequent washing.
❌ Not suitable for high-durability applications such as seating in high-traffic commercial areas or public spaces, due to its lower abrasion resistance. Moisture-prone environments like bathrooms or outdoor settings, where the potential for mildew and degradation is higher. Catering equipment that requires frequent washing or exposure to moisture, such as tablecloths in busy restaurants or bars.","Relevance:
Linen is derived from flax fiber, and this dataset explicitly represents the market for flax fiber globally. Therefore, it appropriately captures the supply chain and transportation of raw flax fiber, which is the direct precursor material for linen textiles.

Scope (A1 + A2 coverage):
The dataset describes a market activity, which:

Starts at the gate of flax fiber production (A1: raw material extraction and processing into fiber)

Includes transportation from producers to consumers globally (A2: transport to market)

Therefore, this dataset effectively provides cradle-to-market (A1 + A2) inventory for raw flax fiber supply, aligning with the life cycle inventory boundary you require for cradle-to-gate analysis of linen materials.

Impact results example:
It reports a GWP100 of approximately 1.38 kg CO₂e per kg flax fiber delivered globally, reflecting global average transport and sourcing conditions.

✅ Conclusion:
This dataset is a strong and representative proxy for modeling A1 + A2 stages of linen raw material supply in cradle-to-gate LCA for furniture, interior fit-outs, and catering contexts.",,,,,,
USA,MAT-Fab-0013,Fabric,Velvet (Synthetic),kg,418.56,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,"Crepe, Dobby, Jacquard, Knit, Plain Weave, Velvet","EPD 10832 Crepe, Dobby, Jacquard, Knit, Plain Weave, Velvet 012023 012029.pdf","Velvet (Synthetic)

✅ Suitable for upholstery and decorative applications in both residential and commercial environments where a luxurious texture and aesthetic appeal are desired. Commonly used on seating, cushions, curtains, and wall panels in lounges, hotels, restaurants, and hospitality spaces due to its improved durability, stain resistance, and ease of cleaning compared to natural velvet.
❌ Not suitable for heavy-duty, high-abrasion environments (e.g., public transport seating) or applications where extreme hygiene requirements exist (e.g., clinical healthcare settings). Synthetic velvet, while more durable than natural velvet, still requires careful maintenance to preserve its pile structure and appearance over time.",,,,0.4kg/m2 od declared unit,2.5,,
Sweden,MAT-Fab-0014,Fabric,Tweed (Synthetic),kg,27.25,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Trident Tweed,EPD-IES-0005375 EPD 10832 Trident Tweed 122024 122029.pdf,"Tweed (Synthetic)

✅ Suitable for furniture, wall coverings, and interior fit-out applications where a classic textured aesthetic is desired. Commonly used in residential settings, office spaces, and light-to-moderate commercial environments due to its durable synthetic fibers, ease of maintenance, and affordability. Ideal for use in lounge seating, decorative panels, and office waiting areas where both durability and appearance are important.
❌ Not suitable for catering equipment, direct-contact food surfaces, or environments with heavy soiling or intense abrasion, such as restaurant seating or public transport interiors, where even synthetic fabrics may require frequent cleaning or show wear over time.",,,,"Declared Unit: 1m2 of Trident Tweed
0.04kg",,,
Global,MAT-Fab-0015,Fabric,Microfiber,kg,4.85,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, polyester",3.10.1-apos-20467.pdf,"Microfiber

✅ Suitable for upholstery and interior textiles in furniture and interior fit-outs due to its high durability, stain resistance, and ease of cleaning. These properties make it ideal for high-traffic areas and environments where maintenance and longevity are priorities. Applications where synthetic materials are preferred for their performance characteristics, such as in commercial settings or areas prone to spills and stains. Also suitable for catering equipment applications where easy-to-clean and durable materials are required, such as in tablecloths or cleaning cloths.
❌ Not suitable for applications requiring natural fibers, such as in settings where sustainability and low environmental impact are prioritized, due to the synthetic nature of microfiber and its higher embodied energy. Environments where biodegradability and minimal environmental emissions are critical, as synthetic microfibers can contribute to microplastic pollution and have a higher environmental footprint compared to natural alternatives. Not ideal for catering equipment where natural, biodegradable materials are preferred to minimize environmental impact.",,,,,,,
Sweden,MAT-Fab-0016,Fabric,Canvas (Synthetic),kg,6.27,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"Stretched canvas (excluding installation accessories), 0.4 mm, 0.26 kg/m2, toile 495D, ECOPHON SAINT-GOBAIN",6675cbdbcc3b7a04e79df960 Stretched canvas 2024.pdf,"Canvas (Synthetic)

✅ Suitable for a range of furniture and interior applications, including wall coverings, upholstery, acoustic panels, and decorative elements, where durability, cleanability, and a textured appearance are desired. Common in commercial settings such as restaurants, cafes, office spaces, and hospitality environments due to its resistance to moisture, staining, and abrasion. Also appropriate for decorative displays and as a functional surface in moderate-traffic environments.
❌ Not suitable for high-end luxury upholstery where natural fiber aesthetics are prioritized, or for applications where softness and breathability of natural textiles are key requirements (e.g., residential casual upholstery). While durable, some synthetic canvases may not offer the same tactile comfort as woven natural fabrics.",,,,"Global Warming Potential (A1-A3):
1.63 kg CO2e/m2
Technical specification:
0.4 mm, 0.26 kg/m2",,,
Global,MAT-Fab-0017,Fabric,Jute,kg,3.48,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for textile, jute",3.11-cutoff-6948.pdf,"Jute

✅ Suitable for decorative and light-duty interior applications where a natural, rustic aesthetic is desired. Commonly used in rugs and mats for residential and commercial spaces, especially in areas with low moisture exposure. Also used in interior fit-outs for wall coverings, partitions, and acoustic panels, contributing texture and a natural look. In furniture, jute is appropriate for non-loadbearing accents like upholstery trim, decorative wraps, and backing fabrics. For catering environments, jute can be used for decorative table runners, placemats, or rustic-style display setups where direct contact with food or liquids is not required.
❌ Not suitable for applications requiring significant durability, water resistance, or hygiene. Avoid use on seating surfaces, as upholstery for high-wear furniture, or in areas exposed to moisture or humidity (e.g., bathrooms, kitchens) unless specially treated. Jute is absorbent and may degrade over time when exposed to spills or frequent cleaning. It is not recommended for catering equipment or surfaces that require regular sanitation, or for rugs and mats in outdoor or wet environments without appropriate weatherproofing.",,,,,,,
Global,MAT-Leather-0001,Leather,Genuine Leather,kg,22.00,Journal Paper,Proxy,An emission factor of a similar material (Cow Leather) was used as a proxy where a direct emission factor for the specified material could not be identified to date,Per reviewed Joural Paper (Springer Nature-Discover Sustainability),"Brugnoli, F., Sena, K., Zugno, L. et al. A global study on the Life Cycle Assessment (LCA) of the modern cow leather industry. Discov Sustain 6, 80 (2025). httpsdoi.org10.1007s43621-025-00798-.pdf","Genuine Leather

✅ Suitable for high-end furniture and interior fit-outs where aesthetics, luxury, and comfort are prioritized. Its natural look and feel make it ideal for premium seating, upholstery, and decorative elements in low-traffic, controlled environments. 
❌ Not suitable for catering equipment or environments with high moisture, frequent spills, or heavy use due to its susceptibility to staining, fading, and higher maintenance requirements. Avoid using in kitchens, dining areas, or outdoor settings where durability and ease of cleaning are critical.",,,,,,,
Global,MAT-Leather-0002,Leather,Full-Grain Leather,kg,22.00,Journal Paper,Proxy,An emission factor of a similar material (Cow Leather) was used as a proxy where a direct emission factor for the specified material could not be identified to date,Per reviewed Joural Paper (Springer Nature-Discover Sustainability),"Brugnoli, F., Sena, K., Zugno, L. et al. A global study on the Life Cycle Assessment (LCA) of the modern cow leather industry. Discov Sustain 6, 80 (2025). httpsdoi.org10.1007s43621-025-00798-.pdf","Full-Grain Leather

✅  Suitable for high-end furniture and interior fit-outs where aesthetics, softness, and a luxurious feel are prioritized. Its natural appearance and ability to develop a patina over time make it ideal for premium settings with controlled environments. 
❌ Not suitable for catering equipment or environments with high moisture or potential for spills, such as kitchens or dining areas, due to its susceptibility to staining, water damage, and the need for regular maintenance to preserve its quality.",,,,,,,
Global,MAT-Leather-0003,Leather,Top-Grain Leather,kg,22.00,Journal Paper,Proxy,An emission factor of a similar material (Cow Leather) was used as a proxy where a direct emission factor for the specified material could not be identified to date,Per reviewed Joural Paper (Springer Nature-Discover Sustainability),"Brugnoli, F., Sena, K., Zugno, L. et al. A global study on the Life Cycle Assessment (LCA) of the modern cow leather industry. Discov Sustain 6, 80 (2025). httpsdoi.org10.1007s43621-025-00798-.pdf","Top-Grain Leather

✅ Suitable for high-end furniture and interior fit-outs where aesthetics, softness, and a luxurious feel are prioritized. Its natural appearance and comfort make it ideal for low-traffic areas or spaces where it can be maintained regularly. 
❌ Not suitable for catering equipment or environments with high moisture or potential for spills, as it is prone to staining and requires significant maintenance. Additionally, not ideal for high-traffic areas or commercial settings where durability against wear and tear is critical.",,,,,,,
Global,MAT-Leather-0004,Leather,Bonded Leather,kg,12.76,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred PURE-ANILINE,S-P-07940 Pure-Anilin_Nubuck Leather 12 2022 122027.pdf,"Bonded Leather

✅ Suitable for furniture and interior fit-outs where cost-effectiveness and a leather-like appearance are desired, but not for high-end applications due to its lower durability and natural aesthetics compared to pure-aniline leather. 
❌ Not suitable for catering equipment or high-moisture environments due to its susceptibility to peeling, staining, and higher maintenance requirements.",,,,,,,
Global,MAT-Leather-0005,Leather,Faux Leather (PU Leather),kg,12.76,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred PURE-ANILINE,S-P-07940 Pure-Anilin_Nubuck Leather 12 2022 122027.pdf,"Faux Leather (PU Leather)

✅ Suitable for furniture and interior fit-outs where a leather-like appearance is desired without the high cost and maintenance of genuine leather. It offers good durability and is easier to clean, making it a practical choice for residential and commercial settings. 
❌ Not suitable for catering equipment or environments with high moisture or heat exposure, as it can degrade over time and is prone to cracking and peeling under such conditions.",,,,,,,
Global,MAT-Leather-0006,Leather,Vinyl Leather,kg,12.76,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred PURE-ANILINE,S-P-07940 Pure-Anilin_Nubuck Leather 12 2022 122027.pdf,"Vinyl Leather

✅ Suitable for furniture and interior fit-outs where durability and ease of maintenance are prioritized, such as in commercial settings or areas with high foot traffic. Vinyl leather offers a wide range of colors and patterns, making it versatile for various design aesthetics. 
❌ Not suitable for high-end furniture or interiors where natural aesthetics and softness are prioritized, as vinyl leather lacks the luxurious feel and appearance of genuine leather. Additionally, it is not ideal for catering equipment or high-moisture environments due to potential issues with heat and moisture exposure, which can lead to degradation over time.",,,,,,,
Sweden,MAT-Leather-0007,Leather,Aniline Leather,kg,12.76,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,PURE-ANILINE,S-P-07940 Pure-Anilin_Nubuck Leather 12 2022 122027.pdf,"Aniline Leather

✅ Suitable for high-end furniture and interior fit-outs where aesthetics and comfort are prioritized, such as luxury sofas, chairs, and decorative wall panels, due to its natural beauty, softness, and ability to develop a unique patina over time. 
❌ Not suitable for catering equipment or environments with high moisture or heavy use, such as kitchens, dining areas, or outdoor settings, due to its susceptibility to staining, fading, and higher maintenance requirements.",,,,,,,
